oldname	newname	class	subsystem	evidence	status	emitted_turn
stock_00B_acc	eeprom_gate_flash_gie_or_uart_timeout_scratch_byte	ram_var	mixed	src/dlcp_fw/asm/dlcp_main_v34.asm:3026-3051 uses stock_00B_acc as EEPROM persist dirty-bit work gate; lines 4055-4058 use it as flash-write alignment loop counter; line 4411 clears it in the float32 normalization path; lines 4820-4831 test it as ADC loop high-byte termination with stock_00A_acc; lines 5706-5762 use it as UART-framing wait/exit gate; lines 6284-6303 use it as flash-erase INTCON.GIE restore flag	emitted	current_batch_mixed_acc_00b
stock_015_acc	float_shift_flash_addr_or_preset_index_scratch_byte	ram_var	mixed	src/dlcp_fw/asm/dlcp_main_v34.asm:1049 clears stock_015_acc in firmware-update relay staging; lines 3433-3519 use it as float32 result/product shift byte; lines 3616-3644 rotate/copy it in the float32 divide setup; line 4146 saves flash address high byte for the next flash-write block; lines 5386-5407 use it as preset_job_index scratch for async header validation	emitted	current_batch_mixed_acc_015
stock_016_acc	float_product_flash_addr_or_preset_index_scratch_byte	ram_var	mixed	src/dlcp_fw/asm/dlcp_main_v34.asm:1450-1452 seeds stock_016_acc as coefficient float literal byte; lines 3459-3474 and 3623-3625 rotate it in float32 multiply/divide work; line 4148 saves flash address upper byte for the next flash-write block; lines 5407-5411 use it as preset_job_index adjusted scratch for async header validation; lines 5561-5562 clear it for coefficient float staging; lines 6902-6928 use it as signed-format return byte	emitted	current_batch_mixed_acc_016
stock_017_acc	float_product_or_output_index_scratch_byte	ram_var	mixed	src/dlcp_fw/asm/dlcp_main_v34.asm:1450-1452 seeds stock_017_acc as coefficient float literal byte; lines 3463-3500 and 3623-3625 rotate/add it in float32 product/divide work; line 4149 clears it as the saved flash address top byte; line 5379 checks it as preset async header byte0; lines 5561-5562 clear it for coefficient float staging; lines 6902-6928 use it as signed output buffer index and return staging	emitted	current_batch_mixed_acc_017
stock_04C_acc	diff_count_update_compare_or_route_mask_scratch_byte	ram_var	mixed	src/dlcp_fw/asm/dlcp_main_v34.asm:552-572 uses stock_04C_acc as active-flag difference scratch; lines 680-708 use it as firmware-update receive and compare byte; lines 836-854 use it as ram_pair_diff_z loop count; lines 1528-1538 rotate it as route-bit mask source; lines 9932-9944 use it as copy_postinc0_to_postinc2 byte count	emitted	current_batch_mixed_acc_04c
stock_003_acc_phys	addr_low_counter_or_payload_scratch_access_phys	ram_var	mixed	include-only alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x003; same RAM cell as stock_003_acc and stock_003_b0_phys, whose direct ASM evidence records EEPROM/flash address low, counters, payload staging, UART TX, SSPCON2 save, and memread address use	emitted	current_batch_alias_003_007
stock_003_b0	addr_low_counter_or_payload_scratch_bank0	ram_var	mixed	include-only BANKED alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x003; same RAM cell as stock_003_acc and stock_003_b0_phys, whose direct ASM evidence records EEPROM/flash address low, counters, payload staging, UART TX, SSPCON2 save, and memread address use	emitted	current_batch_alias_003_007
stock_003_b0_op	addr_low_counter_or_payload_scratch_bank0_operand	ram_equ	mixed	include-only operand alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x003; same RAM cell as stock_003_acc_op and stock_003_b0_phys, whose direct ASM evidence records chain_copy operand, EEPROM/flash address low, counters, payload staging, UART TX, SSPCON2 save, and memread address use	emitted	current_batch_alias_003_007
stock_004_acc_op	addr_high_table_row_or_checksum_scratch_access_operand	ram_equ	mixed	include-only operand alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x004; same RAM cell as stock_004_acc and stock_004_b0_phys, whose direct ASM evidence records address high, route-table row, checksum scratch, ADC high byte, TBLPTRH, and memread address use	emitted	current_batch_alias_003_007
stock_004_acc_phys	addr_high_table_row_or_checksum_scratch_access_phys	ram_var	mixed	include-only alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x004; same RAM cell as stock_004_acc and stock_004_b0_phys, whose direct ASM evidence records address high, route-table row, checksum scratch, ADC high byte, TBLPTRH, and memread address use	emitted	current_batch_alias_003_007
stock_004_b0	addr_high_table_row_or_checksum_scratch_bank0	ram_var	mixed	include-only BANKED alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x004; same RAM cell as stock_004_acc and stock_004_b0_phys, whose direct ASM evidence records address high, route-table row, checksum scratch, ADC high byte, TBLPTRH, and memread address use	emitted	current_batch_alias_003_007
stock_004_b0_op	addr_high_table_row_or_checksum_scratch_bank0_operand	ram_equ	mixed	include-only operand alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x004; same RAM cell as stock_004_acc and stock_004_b0_phys, whose direct ASM evidence records address high, route-table row, checksum scratch, ADC high byte, TBLPTRH, and memread address use	emitted	current_batch_alias_003_007
stock_005_acc_op	length_mask_or_divisor_low_scratch_access_operand	ram_equ	mixed	include-only operand alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x005; same RAM cell as stock_005_acc, whose direct ASM evidence records RAM-clear length, UART/wake masks, volume staging, checksum bounds, ADC divisor low byte, and flash memread staging	emitted	current_batch_alias_003_007
stock_005_acc_phys	length_mask_or_divisor_low_scratch_access_phys	ram_var	mixed	include-only alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x005; same RAM cell as stock_005_acc, whose direct ASM evidence records RAM-clear length, UART/wake masks, volume staging, checksum bounds, ADC divisor low byte, and flash memread staging	emitted	current_batch_alias_003_007
stock_005_b0	length_mask_or_divisor_low_scratch_bank0	ram_var	mixed	include-only BANKED alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x005; same RAM cell as stock_005_acc, whose direct ASM evidence records RAM-clear length, UART/wake masks, volume staging, checksum bounds, ADC divisor low byte, and flash memread staging	emitted	current_batch_alias_003_007
stock_005_b0_op	length_mask_or_divisor_low_scratch_bank0_operand	ram_equ	mixed	include-only operand alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x005; same RAM cell as stock_005_acc, whose direct ASM evidence records RAM-clear length, UART/wake masks, volume staging, checksum bounds, ADC divisor low byte, and flash memread staging	emitted	current_batch_alias_003_007
stock_005_b0_phys	length_mask_or_divisor_low_scratch_bank0_phys	ram_var	mixed	include-only physical alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x005; same RAM cell as stock_005_acc, whose direct ASM evidence records RAM-clear length, UART/wake masks, volume staging, checksum bounds, ADC divisor low byte, and flash memread staging	emitted	current_batch_alias_003_007
stock_006_acc_op	status_addr_high_or_i2c_payload_scratch_access_operand	ram_equ	mixed	include-only operand alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x006; same RAM cell as stock_006_acc and stock_006_b0_phys, whose direct ASM evidence records command I2C payloads, status fanout, preset address staging, USB masks, ADC divisor high byte, TAS payloads, and EEPROM-write scratch	emitted	current_batch_alias_003_007
stock_006_acc_phys	status_addr_high_or_i2c_payload_scratch_access_phys	ram_var	mixed	include-only alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x006; same RAM cell as stock_006_acc and stock_006_b0_phys, whose direct ASM evidence records command I2C payloads, status fanout, preset address staging, USB masks, ADC divisor high byte, TAS payloads, and EEPROM-write scratch	emitted	current_batch_alias_003_007
stock_006_b0	status_addr_high_or_i2c_payload_scratch_bank0	ram_var	mixed	include-only BANKED alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x006; same RAM cell as stock_006_acc and stock_006_b0_phys, whose direct ASM evidence records command I2C payloads, status fanout, preset address staging, USB masks, ADC divisor high byte, TAS payloads, and EEPROM-write scratch	emitted	current_batch_alias_003_007
stock_006_b0_op	status_addr_high_or_i2c_payload_scratch_bank0_operand	ram_equ	mixed	include-only operand alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x006; same RAM cell as stock_006_acc and stock_006_b0_phys, whose direct ASM evidence records command I2C payloads, status fanout, preset address staging, USB masks, ADC divisor high byte, TAS payloads, and EEPROM-write scratch	emitted	current_batch_alias_003_007
stock_007_acc_phys	count_flash_page_or_i2c_payload_scratch_access_phys	ram_var	mixed	include-only alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x007; same RAM cell as stock_007_acc and stock_007_b0_phys, whose direct ASM evidence records computed-volume staging, flash page/count, USB loop index, ADC quotient, secondary-I2C payload, and filename persist index use	emitted	current_batch_alias_003_007
stock_007_b0	count_flash_page_or_i2c_payload_scratch_bank0	ram_var	mixed	include-only BANKED alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x007; same RAM cell as stock_007_acc and stock_007_b0_phys, whose direct ASM evidence records computed-volume staging, flash page/count, USB loop index, ADC quotient, secondary-I2C payload, and filename persist index use	emitted	current_batch_alias_003_007
stock_007_b0_op	count_flash_page_or_i2c_payload_scratch_bank0_operand	ram_equ	mixed	include-only operand alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x007; same RAM cell as stock_007_acc and stock_007_b0_phys, whose direct ASM evidence records computed-volume staging, flash page/count, USB loop index, ADC quotient, secondary-I2C payload, and filename persist index use	emitted	current_batch_alias_003_007
stock_008_acc_phys	flash_end_high_or_loop_mask_scratch_access_phys	ram_var	mixed	include-only alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x008; same RAM cell as stock_008_acc, whose direct ASM evidence records computed-volume carry, mute-status mask, flash end/count high byte, secondary-I2C row count, UART RX destination high byte, ADC quotient accumulator, and filename persist staging	emitted	current_batch_alias_008_00e
stock_008_b0	flash_end_high_or_loop_mask_scratch_bank0	ram_var	mixed	include-only BANKED alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x008; same RAM cell as stock_008_acc, whose direct ASM evidence records computed-volume carry, mute-status mask, flash end/count high byte, secondary-I2C row count, UART RX destination high byte, ADC quotient accumulator, and filename persist staging	emitted	current_batch_alias_008_00e
stock_008_b0_op	flash_end_high_or_loop_mask_scratch_bank0_operand	ram_equ	mixed	include-only operand alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x008; same RAM cell as stock_008_acc, whose direct ASM evidence records computed-volume carry, mute-status mask, flash end/count high byte, secondary-I2C row count, UART RX destination high byte, ADC quotient accumulator, and filename persist staging	emitted	current_batch_alias_008_00e
stock_009_acc_op	flash_src_low_or_rx_length_scratch_access_operand	ram_equ	mixed	include-only operand alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x009; same RAM cell as stock_009_acc, whose direct ASM evidence records firmware-update UART RX length, EEPROM/runtime write address data, flash source/address low byte, UART RX target length, standby loop count, flash-read source low byte, ADC loop counter, and identity reply staging	emitted	current_batch_alias_008_00e
stock_009_acc_phys	flash_src_low_or_rx_length_scratch_access_phys	ram_var	mixed	include-only alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x009; same RAM cell as stock_009_acc, whose direct ASM evidence records firmware-update UART RX length, EEPROM/runtime write address data, flash source/address low byte, UART RX target length, standby loop count, flash-read source low byte, ADC loop counter, and identity reply staging	emitted	current_batch_alias_008_00e
stock_009_b0	flash_src_low_or_rx_length_scratch_bank0	ram_var	mixed	include-only BANKED alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x009; same RAM cell as stock_009_acc, whose direct ASM evidence records firmware-update UART RX length, EEPROM/runtime write address data, flash source/address low byte, UART RX target length, standby loop count, flash-read source low byte, ADC loop counter, and identity reply staging	emitted	current_batch_alias_008_00e
stock_009_b0_op	flash_src_low_or_rx_length_scratch_bank0_operand	ram_equ	mixed	include-only operand alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x009; same RAM cell as stock_009_acc, whose direct ASM evidence records firmware-update UART RX length, EEPROM/runtime write address data, flash source/address low byte, UART RX target length, standby loop count, flash-read source low byte, ADC loop counter, and identity reply staging	emitted	current_batch_alias_008_00e
stock_00A_acc_phys	eeprom_mask_or_flash_src_high_scratch_access_phys	ram_var	mixed	include-only alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x00A; same RAM cell as stock_00A_acc and stock_00A_b0_phys, whose direct ASM evidence records UART command/data, EEPROM masks, flash page/source high byte, ADC parameter/result high byte, flash-read source high byte, identity reply staging, and filename length counters	emitted	current_batch_alias_008_00e
stock_00A_b0	eeprom_mask_or_flash_src_high_scratch_bank0	ram_var	mixed	include-only BANKED alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x00A; same RAM cell as stock_00A_acc and stock_00A_b0_phys, whose direct ASM evidence records UART command/data, EEPROM masks, flash page/source high byte, ADC parameter/result high byte, flash-read source high byte, identity reply staging, and filename length counters	emitted	current_batch_alias_008_00e
stock_00A_b0_op	eeprom_mask_or_flash_src_high_scratch_bank0_operand	ram_equ	mixed	include-only operand alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x00A; same RAM cell as stock_00A_acc and stock_00A_b0_phys, whose direct ASM evidence records UART command/data, EEPROM masks, flash page/source high byte, ADC parameter/result high byte, flash-read source high byte, identity reply staging, and filename length counters	emitted	current_batch_alias_008_00e
stock_00B_acc_op	eeprom_gate_flash_gie_or_uart_timeout_scratch_access_operand	ram_equ	mixed	include-only operand alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x00B; same RAM cell as stock_00B_acc, whose direct ASM evidence records EEPROM persist dirty-bit gate, flash-write alignment loop counter, float32 normalization scratch, ADC loop termination, UART-framing wait gate, and flash-erase GIE restore flag	emitted	current_batch_alias_008_00e
stock_00B_acc_phys	eeprom_gate_flash_gie_or_uart_timeout_scratch_access_phys	ram_var	mixed	include-only alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x00B; same RAM cell as stock_00B_acc, whose direct ASM evidence records EEPROM persist dirty-bit gate, flash-write alignment loop counter, float32 normalization scratch, ADC loop termination, UART-framing wait gate, and flash-erase GIE restore flag	emitted	current_batch_alias_008_00e
stock_00B_b0	eeprom_gate_flash_gie_or_uart_timeout_scratch_bank0	ram_var	mixed	include-only BANKED alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x00B; same RAM cell as stock_00B_acc, whose direct ASM evidence records EEPROM persist dirty-bit gate, flash-write alignment loop counter, float32 normalization scratch, ADC loop termination, UART-framing wait gate, and flash-erase GIE restore flag	emitted	current_batch_alias_008_00e
stock_00B_b0_op	eeprom_gate_flash_gie_or_uart_timeout_scratch_bank0_operand	ram_equ	mixed	include-only operand alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x00B; same RAM cell as stock_00B_acc, whose direct ASM evidence records EEPROM persist dirty-bit gate, flash-write alignment loop counter, float32 normalization scratch, ADC loop termination, UART-framing wait gate, and flash-erase GIE restore flag	emitted	current_batch_alias_008_00e
stock_00B_b0_phys	eeprom_gate_flash_gie_or_uart_timeout_scratch_bank0_phys	ram_var	mixed	include-only physical alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x00B; same RAM cell as stock_00B_acc, whose direct ASM evidence records EEPROM persist dirty-bit gate, flash-write alignment loop counter, float32 normalization scratch, ADC loop termination, UART-framing wait gate, and flash-erase GIE restore flag	emitted	current_batch_alias_008_00e
stock_00C_acc_op	uart_channel_index_or_flash_addr_low_or_float32_rx_scratch_access_operand	ram_equ	mixed	include-only operand alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x00C; same RAM cell as stock_00C_acc, whose direct ASM evidence records UART channel-config command index, flash write/erase address low byte, float32 packer tail scratch, and UART CRLF completion flag	emitted	current_batch_alias_008_00e
stock_00C_acc_phys	uart_channel_index_or_flash_addr_low_or_float32_rx_scratch_access_phys	ram_var	mixed	include-only alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x00C; same RAM cell as stock_00C_acc, whose direct ASM evidence records UART channel-config command index, flash write/erase address low byte, float32 packer tail scratch, and UART CRLF completion flag	emitted	current_batch_alias_008_00e
stock_00C_b0	uart_channel_index_or_flash_addr_low_or_float32_rx_scratch_bank0	ram_var	mixed	include-only BANKED alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x00C; same RAM cell as stock_00C_acc, whose direct ASM evidence records UART channel-config command index, flash write/erase address low byte, float32 packer tail scratch, and UART CRLF completion flag	emitted	current_batch_alias_008_00e
stock_00C_b0_op	uart_channel_index_or_flash_addr_low_or_float32_rx_scratch_bank0_operand	ram_equ	mixed	include-only operand alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x00C; same RAM cell as stock_00C_acc, whose direct ASM evidence records UART channel-config command index, flash write/erase address low byte, float32 packer tail scratch, and UART CRLF completion flag	emitted	current_batch_alias_008_00e
stock_00C_b0_phys	uart_channel_index_or_flash_addr_low_or_float32_rx_scratch_bank0_phys	ram_var	mixed	include-only physical alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x00C; same RAM cell as stock_00C_acc, whose direct ASM evidence records UART channel-config command index, flash write/erase address low byte, float32 packer tail scratch, and UART CRLF completion flag	emitted	current_batch_alias_008_00e
stock_00D_acc_phys	i2c_flag_or_flash_math_uart_cmd_scratch_access_phys	ram_var	mixed	include-only alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x00D; same RAM cell as stock_00D_acc and stock_00D_acc_op, whose direct ASM evidence records I2C pair/status, preset timeout bit0, float32 divide quotient math, flash address/math high byte, UART framing-start flag, outbound status preservation, I2C timeout PEN flag, and filename reply command byte	emitted	current_batch_alias_008_00e
stock_00D_b0	i2c_flag_or_flash_math_uart_cmd_scratch_bank0	ram_var	mixed	include-only BANKED alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x00D; same RAM cell as stock_00D_acc and stock_00D_acc_op, whose direct ASM evidence records I2C pair/status, preset timeout bit0, float32 divide quotient math, flash address/math high byte, UART framing-start flag, outbound status preservation, I2C timeout PEN flag, and filename reply command byte	emitted	current_batch_alias_008_00e
stock_00D_b0_op	i2c_flag_or_flash_math_uart_cmd_scratch_bank0_operand	ram_equ	mixed	include-only operand alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x00D; same RAM cell as stock_00D_acc and stock_00D_acc_op, whose direct ASM evidence records I2C pair/status, preset timeout bit0, float32 divide quotient math, flash address/math high byte, UART framing-start flag, outbound status preservation, I2C timeout PEN flag, and filename reply command byte	emitted	current_batch_alias_008_00e
stock_00E_acc_phys	flash_upper_or_uart_count_scratch_access_phys	ram_var	mixed	include-only alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x00E; same RAM cell as stock_00E_acc, whose direct ASM evidence records computed-volume byte1, float32 divide quotient byte, flash/TBLPTR upper or signed math byte, UART RX payload count, and filename reply payload byte	emitted	current_batch_alias_008_00e
stock_00E_b0	flash_upper_or_uart_count_scratch_bank0	ram_var	mixed	include-only BANKED alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x00E; same RAM cell as stock_00E_acc, whose direct ASM evidence records computed-volume byte1, float32 divide quotient byte, flash/TBLPTR upper or signed math byte, UART RX payload count, and filename reply payload byte	emitted	current_batch_alias_008_00e
stock_00E_b0_op	flash_upper_or_uart_count_scratch_bank0_operand	ram_equ	mixed	include-only operand alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x00E; same RAM cell as stock_00E_acc, whose direct ASM evidence records computed-volume byte1, float32 divide quotient byte, flash/TBLPTR upper or signed math byte, UART RX payload count, and filename reply payload byte	emitted	current_batch_alias_008_00e
stock_00F_acc_op	flash_block_or_uart_byte_scratch_access_operand	ram_equ	mixed	include-only operand alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x00F; same RAM cell as stock_00F_acc, whose direct ASM evidence records computed-volume byte2, float32 divide quotient byte, flash block countdown/reload, current UART RX byte, and flash erase/signed math carry propagation	emitted	current_batch_alias_00f_017
stock_00F_acc_phys	flash_block_or_uart_byte_scratch_access_phys	ram_var	mixed	include-only alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x00F; same RAM cell as stock_00F_acc, whose direct ASM evidence records computed-volume byte2, float32 divide quotient byte, flash block countdown/reload, current UART RX byte, and flash erase/signed math carry propagation	emitted	current_batch_alias_00f_017
stock_00F_b0	flash_block_or_uart_byte_scratch_bank0	ram_var	mixed	include-only BANKED alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x00F; same RAM cell as stock_00F_acc, whose direct ASM evidence records computed-volume byte2, float32 divide quotient byte, flash block countdown/reload, current UART RX byte, and flash erase/signed math carry propagation	emitted	current_batch_alias_00f_017
stock_00F_b0_op	flash_block_or_uart_byte_scratch_bank0_operand	ram_equ	mixed	include-only operand alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x00F; same RAM cell as stock_00F_acc, whose direct ASM evidence records computed-volume byte2, float32 divide quotient byte, flash block countdown/reload, current UART RX byte, and flash erase/signed math carry propagation	emitted	current_batch_alias_00f_017
stock_010_acc_op	flash_gie_or_float_sign_scratch_access_operand	ram_equ	mixed	include-only operand alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x010; same RAM cell as stock_010_acc, whose direct ASM evidence records computed-volume byte3, float32 divide high byte, flash-write INTCON.GIE restore flag, ADC-derived ASCII/result scratch, and signed math high/sign byte	emitted	current_batch_alias_00f_017
stock_010_acc_phys	flash_gie_or_float_sign_scratch_access_phys	ram_var	mixed	include-only alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x010; same RAM cell as stock_010_acc, whose direct ASM evidence records computed-volume byte3, float32 divide high byte, flash-write INTCON.GIE restore flag, ADC-derived ASCII/result scratch, and signed math high/sign byte	emitted	current_batch_alias_00f_017
stock_010_b0	flash_gie_or_float_sign_scratch_bank0	ram_var	mixed	include-only BANKED alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x010; same RAM cell as stock_010_acc, whose direct ASM evidence records computed-volume byte3, float32 divide high byte, flash-write INTCON.GIE restore flag, ADC-derived ASCII/result scratch, and signed math high/sign byte	emitted	current_batch_alias_00f_017
stock_010_b0_op	flash_gie_or_float_sign_scratch_bank0_operand	ram_equ	mixed	include-only operand alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x010; same RAM cell as stock_010_acc, whose direct ASM evidence records computed-volume byte3, float32 divide high byte, flash-write INTCON.GIE restore flag, ADC-derived ASCII/result scratch, and signed math high/sign byte	emitted	current_batch_alias_00f_017
stock_011_acc_phys	float_loop_or_tblptr_low_scratch_access_phys	ram_var	mixed	include-only alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x011; same RAM cell as stock_011_acc, whose direct ASM evidence records float/apply loop counter, float32 divide divisor byte, flash TBLPTRL increment, ADC/output buffer index, signed math result staging, and W staging for main_core_service_45ce	emitted	current_batch_alias_00f_017
stock_011_b0	float_loop_or_tblptr_low_scratch_bank0	ram_var	mixed	include-only BANKED alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x011; same RAM cell as stock_011_acc, whose direct ASM evidence records float/apply loop counter, float32 divide divisor byte, flash TBLPTRL increment, ADC/output buffer index, signed math result staging, and W staging for main_core_service_45ce	emitted	current_batch_alias_00f_017
stock_011_b0_op	float_loop_or_tblptr_low_scratch_bank0_operand	ram_equ	mixed	include-only operand alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x011; same RAM cell as stock_011_acc, whose direct ASM evidence records float/apply loop counter, float32 divide divisor byte, flash TBLPTRL increment, ADC/output buffer index, signed math result staging, and W staging for main_core_service_45ce	emitted	current_batch_alias_00f_017
stock_012_acc_phys	float_divisor_or_preset_flag_scratch_access_phys	ram_var	mixed	include-only alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x012; same RAM cell as stock_012_acc, whose direct ASM evidence records float32 product/divisor shifts, float32 divide divisor byte, flash TBLPTRH carry, preset-table async/no-remap flag bit0, signed compare/magnitude handling, and preset-job carry cleanup	emitted	current_batch_alias_00f_017
stock_012_b0	float_divisor_or_preset_flag_scratch_bank0	ram_var	mixed	include-only BANKED alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x012; same RAM cell as stock_012_acc, whose direct ASM evidence records float32 product/divisor shifts, float32 divide divisor byte, flash TBLPTRH carry, preset-table async/no-remap flag bit0, signed compare/magnitude handling, and preset-job carry cleanup	emitted	current_batch_alias_00f_017
stock_012_b0_op	float_divisor_or_preset_flag_scratch_bank0_operand	ram_equ	mixed	include-only operand alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x012; same RAM cell as stock_012_acc, whose direct ASM evidence records float32 product/divisor shifts, float32 divide divisor byte, flash TBLPTRH carry, preset-table async/no-remap flag bit0, signed compare/magnitude handling, and preset-job carry cleanup	emitted	current_batch_alias_00f_017
stock_013_acc_op	route_bit_or_tblptr_upper_scratch_access_operand	ram_equ	mixed	include-only operand alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x013; same RAM cell as stock_013_acc, whose direct ASM evidence records route-bit command bytes, EEPROM persist record loop counter, float32 product/divisor shifts, flash TBLPTRU carry, preset-table payload address low byte, and signed high-byte carry correction	emitted	current_batch_alias_00f_017
stock_013_acc_phys	route_bit_or_tblptr_upper_scratch_access_phys	ram_var	mixed	include-only alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x013; same RAM cell as stock_013_acc, whose direct ASM evidence records route-bit command bytes, EEPROM persist record loop counter, float32 product/divisor shifts, flash TBLPTRU carry, preset-table payload address low byte, and signed high-byte carry correction	emitted	current_batch_alias_00f_017
stock_013_b0	route_bit_or_tblptr_upper_scratch_bank0	ram_var	mixed	include-only BANKED alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x013; same RAM cell as stock_013_acc, whose direct ASM evidence records route-bit command bytes, EEPROM persist record loop counter, float32 product/divisor shifts, flash TBLPTRU carry, preset-table payload address low byte, and signed high-byte carry correction	emitted	current_batch_alias_00f_017
stock_013_b0_op	route_bit_or_tblptr_upper_scratch_bank0_operand	ram_equ	mixed	include-only operand alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x013; same RAM cell as stock_013_acc, whose direct ASM evidence records route-bit command bytes, EEPROM persist record loop counter, float32 product/divisor shifts, flash TBLPTRU carry, preset-table payload address low byte, and signed high-byte carry correction	emitted	current_batch_alias_00f_017
stock_014_acc_phys	route_base_or_flash_addr_low_scratch_access_phys	ram_var	mixed	include-only alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x014; same RAM cell as stock_014_acc, whose direct ASM evidence records firmware-update relay staging, route dispatch base, float32 high/product byte, float32 divide divisor high byte, saved flash address low byte, and preset-table payload address high byte	emitted	current_batch_alias_00f_017
stock_014_b0	route_base_or_flash_addr_low_scratch_bank0	ram_var	mixed	include-only BANKED alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x014; same RAM cell as stock_014_acc, whose direct ASM evidence records firmware-update relay staging, route dispatch base, float32 high/product byte, float32 divide divisor high byte, saved flash address low byte, and preset-table payload address high byte	emitted	current_batch_alias_00f_017
stock_014_b0_op	route_base_or_flash_addr_low_scratch_bank0_operand	ram_equ	mixed	include-only operand alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x014; same RAM cell as stock_014_acc, whose direct ASM evidence records firmware-update relay staging, route dispatch base, float32 high/product byte, float32 divide divisor high byte, saved flash address low byte, and preset-table payload address high byte	emitted	current_batch_alias_00f_017
stock_015_acc_phys	float_shift_flash_addr_or_preset_index_scratch_access_phys	ram_var	mixed	include-only alias at src/dlcp_fw/asm/dlcp_main_ram.inc for phys 0x015; same RAM cell as stock_015_acc, whose direct ASM evidence records firmware-update relay clear, float32 result/product shift byte, float32 divide setup rotate/copy, saved flash address high byte, and preset_job_index async header validation scratch	emitted	current_batch_alias_00f_017
